,Unnamed: 0,date,away_team,home_team,teams,Aaron Smith,Andy Nagy,Ashley Moyer-Gleich,Ben Taylor,Bennie Adams,Bill Kennedy,Bill Spooner,Brandon Adair,Brent Barnaky,Brett Nansel,Brian Forte,CJ Washington,Courtney Kirkland,Curtis Blair,Danny Crawford,David Guthrie,David Jones,Dedric Taylor,Derek Richardson,Derrick Collins,Derrick Stafford,Ed Malloy,Eli Roe,Eric Dalen,Eric Lewis,Evan Scott,Gary Zielinski,Gediminas Petraitis,Haywoode Workman,JB DeRosa,JT Orr,Jacyn Goble,James Capers,James Williams,Jason Goldenberg,Jason Phillips,Jenna Schroeder,John Butler,John Conley,John Goble,Jonathan Sterling,Josh Tiven,Justin Van Duyne,Kane Fitzgerald,Karl Lane,Ken Mauer,Kevin Cutler,Kevin Scott,Lauren Holtkamp,Leon Wood,Leroy Richardson,Marat Kogut,Marc Davis,Mark Ayotte,Mark Lindsay,Matt Boland,Matt Myers,Michael Smith,Mike Callahan,Mitchell Ervin,Monty McCutchen,Mousa Dagher,Natalie Sago,Nate Green,Nick Buchert,Pat Fraher,Phenizee Ransom,Randy Richardson,Ray Acosta,Rodney Mott,Ron Garretson,Scott Foster,Scott Twardoski,Scott Wall,Sean Corbin,Sean Wright,Simone Jelks,Steve Anderson,Suyash Mehta,Tom Washington,Tony Brothers,Tony Brown,Tre Maddox,Tyler Ford,Vladimir Voyard-Tadal,Zach Zarba,Team_x,b2b_home,threein4_home,fourin5_home,rest2_home,rest3_plus_home,Team_y,b2b_away,threein4_away,fourin5_away,rest2_away,rest3_plus_away
4110,4110,2018-12-16,Sacramento,Dallas,Sacramento @ Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,Dallas,0,0,0,1,0,Sacramento,0,0,0,0,0
4111,4111,2018-12-16,Toronto,Denver,Toronto @ Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,0,0,0,0,0,Toronto,0,0,1,0,0
4112,4112,2018-12-17,Chicago,Oklahoma City,Chicago @ Oklahoma City,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oklahoma City,0,1,1,0,0,Chicago,0,0,0,0,0
4113,4113,2018-12-17,Memphis,Golden State,Memphis @ Golden State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Golden State,0,0,0,1,0,Memphis,0,1,1,0,0
4114,4114,2018-12-17,Milwaukee,Detroit,Milwaukee @ Detroit,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Detroit,0,0,0,0,0,Milwaukee,0,0,0,1,0
4115,4115,2018-12-17,Philadelphia,San Antonio,Philadelphia @ San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,San Antonio,0,0,0,0,0,Philadelphia,1,1,1,0,0
4116,4116,2018-12-17,Phoenix,New York,Phoenix @ New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,1,1,1,0,0,Phoenix,0,0,0,0,0
4117,4117,2018-12-17,Portland,L.A. Clippers,Portland @ LA Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Clippers,0,0,0,0,0,Portland,0,0,0,1,0
4118,4118,2018-12-17,Sacramento,Minnesota,Sacramento @ Minnesota,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,0,0,0,0,0,Sacramento,1,1,1,0,0
4119,4119,2018-12-17,Utah,Houston,Utah @ Houston,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,0,0,0,0,0,Utah,0,0,0,0,0
4120,4120,2018-12-18,Cleveland,Indiana,Cleveland @ Indiana,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,0,0,0,0,0,Cleveland,0,0,0,0,0
4121,4121,2018-12-18,Dallas,Denver,Dallas @ Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Denver,0,0,0,0,0,Dallas,0,0,0,0,0
4122,4122,2018-12-18,L.A. Lakers,Brooklyn,L.A. Lakers @ Brooklyn,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn,0,0,0,0,0,L.A. Lakers,0,1,1,0,0
4123,4123,2018-12-18,Washington,Atlanta,Washington @ Atlanta,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Atlanta,0,0,0,0,0,Washington,0,0,0,0,0
4124,4124,2018-12-19,Brooklyn,Chicago,Brooklyn @ Chicago,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Chicago,0,0,0,0,0,Brooklyn,1,1,1,0,0
4125,4125,2018-12-19,Cleveland,Charlotte,Cleveland @ Charlotte,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,Charlotte,0,0,0,0,1,Cleveland,1,1,1,0,0
4126,4126,2018-12-19,Detroit,Minnesota,Detroit @ Minnesota,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,Minnesota,0,0,0,0,0,Detroit,0,0,0,0,0
4127,4127,2018-12-19,Golden State,Utah,Golden State @ Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,Utah,0,0,0,0,0,Golden State,0,0,0,0,0
4128,4128,2018-12-19,Indiana,Toronto,Indiana @ Toronto,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toronto,0,0,0,1,0,Indiana,1,1,1,0,0
4129,4129,2018-12-19,Memphis,Portland,Memphis @ Portland,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,0,0,0,0,0,Memphis,0,0,1,0,0
4130,4130,2018-12-19,New Orleans,Milwaukee,New Orleans @ Milwaukee,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee,0,0,0,0,0,New Orleans,0,0,0,1,0
4131,4131,2018-12-19,New York,Philadelphia,New York @ Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,Philadelphia,0,1,1,0,0,New York,0,1,1,0,0
4132,4132,2018-12-19,Oklahoma City,Sacramento,Oklahoma City @ Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,0,1,1,0,0,Oklahoma City,0,0,1,0,0
4133,4133,2018-12-19,Phoenix,Boston,Phoenix @ Boston,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston,0,0,0,0,1,Phoenix,0,0,0,0,0
4134,4134,2018-12-19,San Antonio,Orlando,San Antonio @ Orlando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,Orlando,0,0,0,0,1,San Antonio,0,0,0,0,0
4135,4135,2018-12-19,Washington,Houston,Washington @ Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,Houston,0,0,0,0,0,Washington,1,1,1,0,0
4136,4136,2018-12-20,Dallas,L.A. Clippers,Dallas @ LA Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,LA Clippers,0,0,0,1,0,Dallas,0,0,0,0,0
4137,4137,2018-12-20,Houston,Miami,Houston @ Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami,0,0,0,0,1,Houston,1,1,1,0,0
4138,4138,2018-12-21,Atlanta,New York,Atlanta @ New York,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,0,0,1,0,0,Atlanta,0,0,0,1,0
4139,4139,2018-12-21,Cleveland,Toronto,Cleveland @ Toronto,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Toronto,0,0,0,0,0,Cleveland,0,1,1,0,0
4140,4140,2018-12-21,Detroit,Charlotte,Detroit @ Charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Charlotte,0,0,0,0,0,Detroit,0,0,0,0,0
4141,4141,2018-12-21,Indiana,Brooklyn,Indiana @ Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Brooklyn,0,1,1,0,0,Indiana,0,1,1,0,0
4142,4142,2018-12-21,Memphis,Sacramento,Memphis @ Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,Sacramento,0,0,1,0,0,Memphis,0,0,0,0,0
4143,4143,2018-12-21,Milwaukee,Boston,Milwaukee @ Boston,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,Boston,0,0,0,0,0,Milwaukee,0,0,0,0,0
4144,4144,2018-12-21,Minnesota,San Antonio,Minnesota @ San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,San Antonio,0,0,0,0,0,Minnesota,0,0,0,0,0
4145,4145,2018-12-21,New Orleans,L.A. Lakers,New Orleans @ L.A. Lakers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,L.A. Lakers,0,0,0,1,0,New Orleans,0,0,0,0,0
4146,4146,2018-12-21,Orlando,Chicago,Orlando @ Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,Chicago,0,0,0,0,0,Orlando,0,0,0,0,0
4147,4147,2018-12-21,Utah,Portland,Utah @ Portland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,Portland,0,0,0,0,0,Utah,0,0,0,0,0
4148,4148,2018-12-22,Dallas,Golden State,Dallas @ Golden State,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden State,0,0,0,1,0,Dallas,0,0,0,0,0
4149,4149,2018-12-22,Denver,L.A. Clippers,Denver @ LA Clippers,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,LA Clippers,0,0,0,0,0,Denver,0,0,0,0,1
4150,4150,2018-12-22,Milwaukee,Miami,Milwaukee @ Miami,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Miami,0,0,0,0,0,Milwaukee,1,1,1,0,0
4151,4151,2018-12-22,Oklahoma City,Utah,Oklahoma City @ Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Utah,1,1,1,0,0,Oklahoma City,0,0,0,1,0
4152,4152,2018-12-22,Phoenix,Washington,Phoenix @ Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Washington,0,0,0,1,0,Phoenix,0,0,0,1,0
4153,4153,2018-12-22,San Antonio,Houston,San Antonio @ Houston,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Houston,0,1,1,0,0,San Antonio,1,1,1,0,0
4154,4154,2018-12-22,Toronto,Philadelphia,Toronto @ Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,Philadelphia,0,0,0,1,0,Toronto,1,1,0,0,0
4155,4155,2018-12-23,Atlanta,Detroit,Atlanta @ Detroit,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Detroit,0,0,0,0,0,Atlanta,0,0,0,0,0
4156,4156,2018-12-23,Charlotte,Boston,Charlotte @ Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston,0,0,0,0,0,Charlotte,0,0,0,0,0
4157,4157,2018-12-23,Chicago,Cleveland,Chicago @ Cleveland,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Cleveland,0,0,1,0,0,Chicago,0,0,0,0,0
4158,4158,2018-12-23,Dallas,Portland,Dallas @ Portland,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,Portland,0,0,0,0,0,Dallas,1,1,1,0,0
4159,4159,2018-12-23,L.A. Clippers,Golden State,LA Clippers @ Golden State,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Golden State,1,0,0,0,0,LA Clippers,1,1,0,0,0
4160,4160,2018-12-23,Memphis,L.A. Lakers,Memphis @ L.A. Lakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,L.A. Lakers,0,0,0,0,0,Memphis,0,0,0,0,0
4161,4161,2018-12-23,Miami,Orlando,Miami @ Orlando,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlando,0,0,0,0,0,Miami,1,1,0,0,0
4162,4162,2018-12-23,Minnesota,Oklahoma City,Minnesota @ Oklahoma City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,Oklahoma City,1,0,0,0,0,Minnesota,0,0,0,0,0
4163,4163,2018-12-23,New Orleans,Sacramento,New Orleans @ Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,Sacramento,0,0,0,0,0,New Orleans,0,0,0,0,0
4164,4164,2018-12-23,Phoenix,Brooklyn,Phoenix @ Brooklyn,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,Brooklyn,0,0,1,0,0,Phoenix,1,0,0,0,0
4165,4165,2018-12-23,Washington,Indiana,Washington @ Indiana,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Indiana,0,0,1,0,0,Washington,1,0,1,0,0
4166,4166,2018-12-25,L.A. Lakers,Golden State,L.A. Lakers @ Golden State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Golden State,0,1,0,0,0,L.A. Lakers,0,0,0,0,0
4167,4167,2018-12-25,Milwaukee,New York,Milwaukee @ New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,New York,0,0,0,0,1,Milwaukee,0,0,0,1,0
4168,4168,2018-12-25,Oklahoma City,Houston,Oklahoma City @ Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Houston,0,0,0,1,0,Oklahoma City,0,1,0,0,0
4169,4169,2018-12-25,Philadelphia,Boston,Philadelphia @ Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston,0,0,0,0,0,Philadelphia,0,0,0,1,0
4170,4170,2018-12-25,Portland,Utah,Portland @ Utah,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utah,0,0,0,1,0,Portland,0,0,0,0,0
4171,4171,2018-12-26,Charlotte,Brooklyn,Charlotte @ Brooklyn,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Brooklyn,0,0,0,1,0,Charlotte,0,0,0,1,0
4172,4172,2018-12-26,Cleveland,Memphis,Cleveland @ Memphis,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,0,0,0,1,0,Cleveland,0,0,0,1,0
4173,4173,2018-12-26,Denver,San Antonio,Denver @ San Antonio,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,San Antonio,0,0,0,0,1,Denver,0,0,0,0,1
4174,4174,2018-12-26,Indiana,Atlanta,Indiana @ Atlanta,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Atlanta,0,0,0,1,0,Indiana,0,0,0,1,0
4175,4175,2018-12-26,Minnesota,Chicago,Minnesota @ Chicago,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Chicago,0,0,0,1,0,Minnesota,0,0,0,1,0
4176,4176,2018-12-26,New Orleans,Dallas,New Orleans @ Dallas,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas,0,0,0,1,0,New Orleans,0,0,0,1,0
4177,4177,2018-12-26,Phoenix,Orlando,Phoenix @ Orlando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Orlando,0,0,0,1,0,Phoenix,0,0,0,1,0
4178,4178,2018-12-26,Sacramento,L.A. Clippers,Sacramento @ LA Clippers,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,LA Clippers,0,0,0,1,0,Sacramento,0,0,0,1,0
4179,4179,2018-12-26,Toronto,Miami,Toronto @ Miami,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,Miami,0,0,0,1,0,Toronto,0,0,0,0,1
4180,4180,2018-12-26,Washington,Detroit,Washington @ Detroit,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Detroit,0,0,0,1,0,Washington,0,0,0,1,0
4181,4181,2018-12-27,Boston,Houston,Boston @ Houston,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,0,0,0,0,0,Boston,0,0,0,0,0
4182,4182,2018-12-27,L.A. Lakers,Sacramento,L.A. Lakers @ Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,Sacramento,1,0,0,0,0,L.A. Lakers,0,0,0,0,0
4183,4183,2018-12-27,New York,Milwaukee,New York @ Milwaukee,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee,0,0,0,0,0,New York,0,0,0,0,0
4184,4184,2018-12-27,Philadelphia,Utah,Philadelphia @ Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,Utah,0,0,0,0,0,Philadelphia,0,0,0,0,0
4185,4185,2018-12-27,Portland,Golden State,Portland @ Golden State,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,Golden State,0,0,1,0,0,Portland,0,0,0,0,0
4186,4186,2018-12-28,Atlanta,Minnesota,Atlanta @ Minnesota,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,0,0,0,0,0,Atlanta,0,0,0,0,0
4187,4187,2018-12-28,Brooklyn,Charlotte,Brooklyn @ Charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Charlotte,0,0,0,0,0,Brooklyn,0,0,0,0,0
4188,4188,2018-12-28,Chicago,Washington,Chicago @ Washington,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Washington,0,0,0,0,0,Chicago,0,0,0,0,0
4189,4189,2018-12-28,Cleveland,Miami,Cleveland @ Miami,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami,0,0,0,0,0,Cleveland,0,0,0,0,0
4190,4190,2018-12-28,Dallas,New Orleans,Dallas @ New Orleans,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Orleans,0,0,0,0,0,Dallas,0,0,0,0,0
