,Unnamed: 0,date,away_team,home_team,teams,Aaron Smith,Andy Nagy,Ashley Moyer-Gleich,Ben Taylor,Bennie Adams,Bill Kennedy,Bill Spooner,Brandon Adair,Brent Barnaky,Brett Nansel,Brian Forte,CJ Washington,Courtney Kirkland,Curtis Blair,Danny Crawford,David Guthrie,David Jones,Dedric Taylor,Derek Richardson,Derrick Collins,Derrick Stafford,Ed Malloy,Eli Roe,Eric Dalen,Eric Lewis,Evan Scott,Gary Zielinski,Gediminas Petraitis,Haywoode Workman,JB DeRosa,JT Orr,Jacyn Goble,James Capers,James Williams,Jason Goldenberg,Jason Phillips,Jenna Schroeder,John Butler,John Conley,John Goble,Jonathan Sterling,Josh Tiven,Justin Van Duyne,Kane Fitzgerald,Karl Lane,Ken Mauer,Kevin Cutler,Kevin Scott,Lauren Holtkamp,Leon Wood,Leroy Richardson,Marat Kogut,Marc Davis,Mark Ayotte,Mark Lindsay,Matt Boland,Matt Myers,Michael Smith,Mike Callahan,Mitchell Ervin,Monty McCutchen,Mousa Dagher,Natalie Sago,Nate Green,Nick Buchert,Pat Fraher,Phenizee Ransom,Randy Richardson,Ray Acosta,Rodney Mott,Ron Garretson,Scott Foster,Scott Twardoski,Scott Wall,Sean Corbin,Sean Wright,Simone Jelks,Steve Anderson,Suyash Mehta,Tom Washington,Tony Brothers,Tony Brown,Tre Maddox,Tyler Ford,Vladimir Voyard-Tadal,Zach Zarba,Team_x,b2b_home,threein4_home,fourin5_home,rest2_home,rest3_plus_home,Team_y,b2b_away,threein4_away,fourin5_away,rest2_away,rest3_plus_away
0,0,2015-12-02,Denver,Chicago,Denver @ Chicago,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago,0,0,0,0,0,Denver,0,0,0,0,0
1,1,2015-12-02,Golden State,Charlotte,Golden State @ Charlotte,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Charlotte,0,0,0,0,0,Golden State,0,0,0,0,0
2,2,2015-12-02,Indiana,L.A. Clippers,Indiana @ L.A. Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,L.A. Clippers,0,0,0,0,0,Indiana,0,0,0,0,0
3,3,2015-12-02,L.A. Lakers,Washington,L.A. Lakers @ Washington,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Washington,0,0,0,0,0,L.A. Lakers,0,0,0,0,0
4,4,2015-12-02,Milwaukee,San Antonio,Milwaukee @ San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,San Antonio,0,0,0,0,0,Milwaukee,0,0,0,0,0
5,5,2015-12-02,New Orleans,Houston,New Orleans @ Houston,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,0,0,0,0,0,New Orleans,0,0,0,0,0
6,6,2015-12-02,Philadelphia,New York,Philadelphia @ New York,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,New York,0,0,0,0,0,Philadelphia,0,0,0,0,0
7,7,2015-12-02,Phoenix,Detroit,Phoenix @ Detroit,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detroit,0,0,0,0,0,Phoenix,0,0,0,0,0
8,8,2015-12-02,Toronto,Atlanta,Toronto @ Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,Atlanta,0,0,0,0,0,Toronto,0,0,0,0,0
9,9,2015-12-03,Boston,Sacramento,Boston @ Sacramento,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,0,0,0,0,0,Boston,0,0,0,0,0
10,10,2015-12-03,Denver,Toronto,Denver @ Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,Toronto,1,0,0,0,0,Denver,1,0,0,0,0
11,11,2015-12-03,Indiana,Portland,Indiana @ Portland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Portland,0,0,0,0,0,Indiana,1,0,0,0,0
12,12,2015-12-03,Oklahoma City,Miami,Oklahoma City @ Miami,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami,0,0,0,0,0,Oklahoma City,0,0,0,0,0
13,13,2015-12-03,Orlando,Utah,Orlando @ Utah,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utah,0,0,0,0,0,Orlando,0,0,0,0,0
14,14,2015-12-03,San Antonio,Memphis,San Antonio @ Memphis,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,Memphis,0,0,0,0,0,San Antonio,1,0,0,0,0
15,15,2015-12-04,Brooklyn,New York,Brooklyn @ New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,New York,0,0,0,0,0,Brooklyn,0,0,0,0,0
16,16,2015-12-04,Cleveland,New Orleans,Cleveland @ New Orleans,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Orleans,0,0,0,0,0,Cleveland,0,0,0,0,0
17,17,2015-12-04,Houston,Dallas,Houston @ Dallas,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,Dallas,0,0,0,0,0,Houston,0,0,0,0,0
18,18,2015-12-04,L.A. Lakers,Atlanta,L.A. Lakers @ Atlanta,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlanta,0,0,0,0,0,L.A. Lakers,0,0,0,0,0
19,19,2015-12-04,Milwaukee,Detroit,Milwaukee @ Detroit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Detroit,0,0,0,0,0,Milwaukee,0,0,0,0,0
20,20,2015-12-04,Phoenix,Washington,Phoenix @ Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,Washington,0,0,0,0,0,Phoenix,0,0,0,0,0
21,21,2015-12-05,Boston,San Antonio,Boston @ San Antonio,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,San Antonio,0,1,0,0,0,Boston,0,0,0,0,0
22,22,2015-12-05,Charlotte,Chicago,Charlotte @ Chicago,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Chicago,0,0,0,1,0,Charlotte,0,0,0,1,0
23,23,2015-12-05,Cleveland,Miami,Cleveland @ Miami,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,Miami,0,0,0,0,0,Cleveland,1,0,0,0,0
24,24,2015-12-05,Denver,Philadelphia,Denver @ Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,0,0,0,1,0,Denver,0,1,0,0,0
25,25,2015-12-05,Golden State,Toronto,Golden State @ Toronto,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Toronto,0,1,0,0,0,Golden State,0,0,0,1,0
26,26,2015-12-05,Indiana,Utah,Indiana @ Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,Utah,0,0,0,0,0,Indiana,0,1,0,0,0
27,27,2015-12-05,New York,Milwaukee,New York @ Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,Milwaukee,1,1,0,0,0,New York,1,1,0,0,0
28,28,2015-12-05,Orlando,L.A. Clippers,Orlando @ L.A. Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,L.A. Clippers,0,0,0,1,0,Orlando,0,0,0,0,0
29,29,2015-12-05,Portland,Minnesota,Portland @ Minnesota,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,Minnesota,0,0,0,0,0,Portland,0,0,0,0,0
30,30,2015-12-05,Sacramento,Houston,Sacramento @ Houston,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,1,1,0,0,0,Sacramento,0,0,0,0,0
31,31,2015-12-06,Dallas,Washington,Dallas @ Washington,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,0,0,0,0,0,Dallas,0,0,0,0,0
32,32,2015-12-06,Golden State,Brooklyn,Golden State @ Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn,0,0,0,0,0,Golden State,1,0,0,0,0
33,33,2015-12-06,L.A. Lakers,Detroit,L.A. Lakers @ Detroit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,Detroit,0,0,0,0,0,L.A. Lakers,0,0,0,0,0
34,34,2015-12-06,Phoenix,Memphis,Phoenix @ Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Memphis,0,0,0,1,0,Phoenix,0,0,0,0,0
35,35,2015-12-06,Sacramento,Oklahoma City,Sacramento @ Oklahoma City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Oklahoma City,0,0,0,1,0,Sacramento,1,1,0,0,0
36,36,2015-12-07,Boston,New Orleans,Boston @ New Orleans,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,New Orleans,0,0,0,1,0,Boston,0,0,0,0,0
37,37,2015-12-07,Dallas,New York,Dallas @ New York,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,New York,0,1,1,0,0,Dallas,1,1,0,0,0
38,38,2015-12-07,Detroit,Charlotte,Detroit @ Charlotte,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,Charlotte,0,0,0,0,0,Detroit,1,1,1,0,0
39,39,2015-12-07,L.A. Clippers,Minnesota,L.A. Clippers @ Minnesota,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,0,0,0,0,0,L.A. Clippers,0,0,0,0,0
40,40,2015-12-07,L.A. Lakers,Toronto,L.A. Lakers @ Toronto,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Toronto,0,0,1,0,0,L.A. Lakers,1,1,1,0,0
41,41,2015-12-07,Phoenix,Chicago,Phoenix @ Chicago,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Chicago,0,0,0,0,0,Phoenix,1,1,1,0,0
42,42,2015-12-07,Portland,Milwaukee,Portland @ Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,Milwaukee,0,1,1,0,0,Portland,0,0,0,0,0
43,43,2015-12-07,San Antonio,Philadelphia,San Antonio @ Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,Philadelphia,0,0,0,0,0,San Antonio,0,0,1,0,0
44,44,2015-12-07,Washington,Miami,Washington @ Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami,0,0,0,0,0,Washington,1,1,1,0,0
45,45,2015-12-08,Golden State,Indiana,Golden State @ Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,0,0,0,1,0,Golden State,0,1,0,0,0
46,46,2015-12-08,Houston,Brooklyn,Houston @ Brooklyn,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn,0,0,0,0,0,Houston,0,0,0,1,0
47,47,2015-12-08,Oklahoma City,Memphis,Oklahoma City @ Memphis,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,0,0,0,0,0,Oklahoma City,0,0,0,0,0
48,48,2015-12-08,Orlando,Denver,Orlando @ Denver,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,0,0,0,1,0,Orlando,0,0,0,1,0
49,49,2015-12-08,Portland,Cleveland,Portland @ Cleveland,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Cleveland,0,0,0,1,0,Portland,1,1,1,0,0
50,50,2015-12-08,Utah,Sacramento,Utah @ Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Sacramento,0,1,1,0,0,Utah,0,0,0,1,0
51,51,2015-12-09,Atlanta,Dallas,Atlanta @ Dallas,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,Dallas,0,1,1,0,0,Atlanta,0,0,0,0,1
52,52,2015-12-09,Chicago,Boston,Chicago @ Boston,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,Boston,0,0,0,0,0,Chicago,0,0,0,0,0
53,53,2015-12-09,Houston,Washington,Houston @ Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,Washington,0,1,1,0,0,Houston,1,0,1,0,0
54,54,2015-12-09,L.A. Clippers,Milwaukee,L.A. Clippers @ Milwaukee,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,Milwaukee,0,0,1,0,0,L.A. Clippers,0,0,0,0,0
55,55,2015-12-09,L.A. Lakers,Minnesota,L.A. Lakers @ Minnesota,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,Minnesota,0,0,0,0,0,L.A. Lakers,0,1,1,0,0
56,56,2015-12-09,Memphis,Detroit,Memphis @ Detroit,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detroit,0,1,1,0,0,Memphis,1,1,0,0,0
57,57,2015-12-09,Miami,Charlotte,Miami @ Charlotte,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Charlotte,0,0,0,0,0,Miami,0,0,0,0,0
58,58,2015-12-09,New York,Utah,New York @ Utah,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Utah,1,0,0,0,0,New York,0,0,1,0,0
59,59,2015-12-09,Orlando,Phoenix,Orlando @ Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,Phoenix,0,1,1,0,0,Orlando,1,0,0,0,0
60,60,2015-12-09,San Antonio,Toronto,San Antonio @ Toronto,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Toronto,0,0,0,0,0,San Antonio,0,0,0,0,0
61,61,2015-12-10,Atlanta,Oklahoma City,Atlanta @ Oklahoma City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Oklahoma City,0,0,0,0,0,Atlanta,1,0,0,0,0
62,62,2015-12-10,L.A. Clippers,Chicago,L.A. Clippers @ Chicago,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago,1,1,1,0,0,L.A. Clippers,1,1,1,0,0
63,63,2015-12-10,New York,Sacramento,New York @ Sacramento,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,Sacramento,0,0,1,0,0,New York,1,1,1,0,0
64,64,2015-12-10,Philadelphia,Brooklyn,Philadelphia @ Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,Brooklyn,0,0,0,0,0,Philadelphia,0,0,0,1,0
65,65,2015-12-11,Charlotte,Memphis,Charlotte @ Memphis,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,0,1,1,0,0,Charlotte,0,0,0,0,0
66,66,2015-12-11,Cleveland,Orlando,Cleveland @ Orlando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,Orlando,0,1,0,0,0,Cleveland,0,0,0,1,0
67,67,2015-12-11,Detroit,Philadelphia,Detroit @ Philadelphia,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1,0,0,0,0,Detroit,0,0,1,0,0
68,68,2015-12-11,Golden State,Boston,Golden State @ Boston,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Boston,0,0,0,0,0,Golden State,0,0,0,1,0
69,69,2015-12-11,L.A. Lakers,San Antonio,L.A. Lakers @ San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,San Antonio,0,0,0,0,0,L.A. Lakers,0,0,1,0,0
70,70,2015-12-11,Miami,Indiana,Miami @ Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,Indiana,0,0,0,1,0,Miami,0,0,0,0,0
71,71,2015-12-11,Milwaukee,Toronto,Milwaukee @ Toronto,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toronto,0,0,0,0,0,Milwaukee,0,0,0,0,0
72,72,2015-12-11,Minnesota,Denver,Minnesota @ Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Denver,0,0,0,1,0,Minnesota,0,0,0,0,0
73,73,2015-12-11,Oklahoma City,Utah,Oklahoma City @ Utah,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utah,0,1,0,0,0,Oklahoma City,1,1,1,0,0
74,74,2015-12-11,Portland,Phoenix,Portland @ Phoenix,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,Phoenix,0,0,1,0,0,Portland,0,0,0,1,0
75,75,2015-12-11,Washington,New Orleans,Washington @ New Orleans,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,New Orleans,0,0,0,0,1,Washington,0,0,1,0,0
76,76,2015-12-12,Boston,Charlotte,Boston @ Charlotte,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,1,1,1,0,0,Boston,1,1,1,0,0
77,77,2015-12-12,Golden State,Milwaukee,Golden State @ Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Milwaukee,1,1,1,0,0,Golden State,1,0,0,0,0
78,78,2015-12-12,Indiana,Detroit,Indiana @ Detroit,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detroit,1,1,1,0,0,Indiana,1,0,0,0,0
79,79,2015-12-12,L.A. Clippers,Brooklyn,L.A. Clippers @ Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Brooklyn,0,0,0,0,0,L.A. Clippers,0,1,1,0,0
80,80,2015-12-12,L.A. Lakers,Houston,L.A. Lakers @ Houston,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Houston,0,0,0,1,0,L.A. Lakers,1,1,1,0,0
81,81,2015-12-12,New Orleans,Chicago,New Orleans @ Chicago,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago,0,1,1,0,0,New Orleans,1,0,0,0,0
